dataset,dataset_source,backbone,seed,fold,method,selected_alpha,selected_original_weight,selected_shadow_weight,candidate_alphas,inner_pooled_ap_grid,inner_mean_fold_ap_grid,inner_best_pooled_ap,inner_tie_count,inner_folds,original_estimators,shadow_estimators,pr_auc,roc_auc,f1,recall,precision,balanced_accuracy,mcc,accuracy,brier_score,mean_probability,true_prevalence,inner_cv_runtime_seconds,final_sampler_runtime_seconds,final_branch_runtime_seconds,final_scoring_runtime_seconds,runtime_seconds,n_train_original,n_train_shadow,n_generated,pi_original,pi_shadow,sampler_warning
ionosphere,openml,rf,44,4,nested_tuned_raw_fol_equal100,0.25,0.75,0.25,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.962405953544,""0.15"":0.962769961196,""0.20"":0.962975053955,""0.25"":0.963449864102,""0.30"":0.96343516658,""0.35"":0.963292564273,""0.40"":0.963268539694,""0.45"":0.962773697789,""0.50"":0.962003996893,""0.55"":0.961993921465,""0.60"":0.961767833042,""0.65"":0.961159074247,""0.70"":0.961353285902,""0.75"":0.960506619149,""0.80"":0.96101652978,""0.85"":0.961300484539,""0.90"":0.960664754482}","{""0.10"":0.963383638352,""0.15"":0.963865153343,""0.20"":0.963801750919,""0.25"":0.964476079022,""0.30"":0.963785493655,""0.35"":0.963170903286,""0.40"":0.962944071775,""0.45"":0.962270737628,""0.50"":0.962449077395,""0.55"":0.96145167728,""0.60"":0.961659838852,""0.65"":0.961799183167,""0.70"":0.962055496184,""0.75"":0.961428203471,""0.80"":0.961763949292,""0.85"":0.962231998413,""0.90"":0.961371548087}",0.9634498641019358,1,3,100,100,0.9820308123249301,0.9875555555555555,0.9019607843137255,0.92,0.8846153846153846,0.9266666666666667,0.8462174165567121,0.9285714285714286,0.0503032142857143,0.37414285714285705,0.35714285714285715,1.297944,0.158801,0.339543,0.010772,1.810936,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,rf,44,5,nested_tuned_raw_fol_equal100,0.55,0.44999999999999996,0.55,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.963639407305,""0.15"":0.963957489533,""0.20"":0.964019002583,""0.25"":0.964502549675,""0.30"":0.96475208523,""0.35"":0.964309950913,""0.40"":0.964165197322,""0.45"":0.964249682067,""0.50"":0.964043392273,""0.55"":0.964772295519,""0.60"":0.964646773398,""0.65"":0.964684773754,""0.70"":0.964740651167,""0.75"":0.964699036831,""0.80"":0.964043528974,""0.85"":0.963510500016,""0.90"":0.962858083445}","{""0.10"":0.963584215675,""0.15"":0.963878587242,""0.20"":0.964292921013,""0.25"":0.965032437745,""0.30"":0.964866396276,""0.35"":0.96465687248,""0.40"":0.964478012571,""0.45"":0.965095120521,""0.50"":0.965118463192,""0.55"":0.965095120521,""0.60"":0.964780142787,""0.65"":0.965164574165,""0.70"":0.966237843285,""0.75"":0.966342827564,""0.80"":0.96560153696,""0.85"":0.96533517965,""0.90"":0.96514729962}",0.9647722955192272,1,3,100,100,0.990760113960114,0.9946666666666667,0.9166666666666666,0.88,0.9565217391304348,0.9288888888888889,0.8750607514554599,0.9428571428571428,0.04326326428571429,0.3359142857142857,0.35714285714285715,1.304893,0.161567,0.344031,0.01072,1.825126,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,rf,49,1,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.961361667683,""0.15"":0.961655962008,""0.20"":0.96119607607,""0.25"":0.961577204808,""0.30"":0.961652724052,""0.35"":0.961697367216,""0.40"":0.961356324669,""0.45"":0.96104081635,""0.50"":0.960074802732,""0.55"":0.960230081968,""0.60"":0.958842832823,""0.65"":0.958068784768,""0.70"":0.956930111927,""0.75"":0.956165328193,""0.80"":0.954675815397,""0.85"":0.9531500091,""0.90"":0.950348247097}","{""0.10"":0.967497125052,""0.15"":0.968056412855,""0.20"":0.966921646988,""0.25"":0.967619990039,""0.30"":0.966885789888,""0.35"":0.967131678983,""0.40"":0.967315704422,""0.45"":0.967214818107,""0.50"":0.965486823999,""0.55"":0.965392181178,""0.60"":0.963964311689,""0.65"":0.963366144856,""0.70"":0.961260856821,""0.75"":0.960765495248,""0.80"":0.960064766727,""0.85"":0.958348710698,""0.90"":0.954094353173}",0.9616973672159794,1,3,100,100,0.9886306001690615,0.9914529914529915,0.9259259259259259,0.9615384615384616,0.8928571428571429,0.9474358974358974,0.8821460774831521,0.9436619718309859,0.04504366549295776,0.3906126760563381,0.36619718309859156,1.28079,0.144897,0.339566,0.010828,1.779942,280,360,80,0.35714285714285715,0.5,
ionosphere,openml,rf,49,2,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.964827797486,""0.15"":0.964694502152,""0.20"":0.964495173944,""0.25"":0.964732650814,""0.30"":0.965347204168,""0.35"":0.965287331796,""0.40"":0.965248331646,""0.45"":0.964933207627,""0.50"":0.964275013201,""0.55"":0.964039556747,""0.60"":0.963874897898,""0.65"":0.964190084452,""0.70"":0.963677915868,""0.75"":0.963115615936,""0.80"":0.962831787126,""0.85"":0.961449076409,""0.90"":0.960804975204}","{""0.10"":0.964103806194,""0.15"":0.963666782661,""0.20"":0.963622814555,""0.25"":0.963826066588,""0.30"":0.96404804217,""0.35"":0.96404804217,""0.40"":0.964070489029,""0.45"":0.963542328757,""0.50"":0.961986020751,""0.55"":0.961388495826,""0.60"":0.961316968801,""0.65"":0.962736149097,""0.70"":0.962609182718,""0.75"":0.962057016185,""0.80"":0.961971376158,""0.85"":0.962023865248,""0.90"":0.962277394107}",0.9653472041680103,1,3,100,100,0.9854945054945055,0.9893333333333333,0.9230769230769231,0.96,0.8888888888888888,0.9466666666666667,0.8793741412366095,0.9428571428571428,0.05021927142857143,0.41390000000000005,0.35714285714285715,1.315827,0.147456,0.345765,0.010711,1.82363,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,rf,49,3,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.957531875331,""0.15"":0.957790213789,""0.20"":0.958061665643,""0.25"":0.957951665485,""0.30"":0.958448796277,""0.35"":0.958527703948,""0.40"":0.958311487986,""0.45"":0.957845984945,""0.50"":0.956841897336,""0.55"":0.956934574614,""0.60"":0.956906989497,""0.65"":0.956728686595,""0.70"":0.95578108549,""0.75"":0.955142433513,""0.80"":0.954664335244,""0.85"":0.954683442076,""0.90"":0.953504520418}","{""0.10"":0.960784484939,""0.15"":0.961041082923,""0.20"":0.961565234418,""0.25"":0.961373197765,""0.30"":0.961672150517,""0.35"":0.961858371934,""0.40"":0.961443264166,""0.45"":0.96108382449,""0.50"":0.96018626867,""0.55"":0.959775641982,""0.60"":0.95901418122,""0.65"":0.958507494081,""0.70"":0.958360683653,""0.75"":0.957406974448,""0.80"":0.955839418105,""0.85"":0.956230002598,""0.90"":0.953248608891}",0.9585277039479106,1,3,100,100,0.9838293424716216,0.9902222222222222,0.9166666666666666,0.88,0.9565217391304348,0.9288888888888889,0.8750607514554599,0.9428571428571428,0.046042075000000016,0.35459285714285715,0.35714285714285715,1.317678,0.138943,0.338496,0.010693,1.809642,281,359,78,0.3594306049822064,0.4986072423398329,generated 78 of requested 79 synthetic points
ionosphere,openml,rf,49,4,nested_tuned_raw_fol_equal100,0.1,0.9,0.1,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.966999220905,""0.15"":0.966630681141,""0.20"":0.966437654171,""0.25"":0.96621574378,""0.30"":0.966110705929,""0.35"":0.96593377942,""0.40"":0.965642823014,""0.45"":0.965364376386,""0.50"":0.964798874028,""0.55"":0.965093488417,""0.60"":0.964622396661,""0.65"":0.963497078555,""0.70"":0.963050072061,""0.75"":0.962493034334,""0.80"":0.961847933871,""0.85"":0.961371091231,""0.90"":0.960231325507}","{""0.10"":0.96902686526,""0.15"":0.968327861204,""0.20"":0.968392866405,""0.25"":0.96752751505,""0.30"":0.967454103582,""0.35"":0.96674085532,""0.40"":0.966752124195,""0.45"":0.966491541662,""0.50"":0.965166768675,""0.55"":0.96594493862,""0.60"":0.965568594109,""0.65"":0.964720820147,""0.70"":0.964666904614,""0.75"":0.964946503919,""0.80"":0.964233256974,""0.85"":0.964042865723,""0.90"":0.962232115448}",0.9669992209047731,1,3,100,100,0.9543117865443214,0.9715555555555555,0.8979591836734694,0.88,0.9166666666666666,0.9177777777777778,0.843464979891126,0.9285714285714286,0.05858434285714287,0.3350571428571429,0.35714285714285715,1.299965,0.145551,0.33866,0.01068,1.798757,281,360,79,0.3594306049822064,0.5,
ionosphere,openml,rf,49,5,nested_tuned_raw_fol_equal100,0.55,0.44999999999999996,0.55,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.975634162466,""0.15"":0.975883103984,""0.20"":0.975864386338,""0.25"":0.976143360429,""0.30"":0.976360337022,""0.35"":0.976595667134,""0.40"":0.977026711358,""0.45"":0.976606020938,""0.50"":0.976730587094,""0.55"":0.977459619765,""0.60"":0.9769408419,""0.65"":0.976864827729,""0.70"":0.976675012968,""0.75"":0.976501779172,""0.80"":0.97594675554,""0.85"":0.975842846905,""0.90"":0.975602943843}","{""0.10"":0.977102298229,""0.15"":0.977630951177,""0.20"":0.977630951177,""0.25"":0.977707052907,""0.30"":0.978100628089,""0.35"":0.978282374874,""0.40"":0.978702474473,""0.45"":0.978523333049,""0.50"":0.97904257422,""0.55"":0.979262124994,""0.60"":0.978991250155,""0.65"":0.978653183894,""0.70"":0.978928610152,""0.75"":0.979123063089,""0.80"":0.9786747426,""0.85"":0.978660353696,""0.90"":0.978489355064}",0.9774596197649429,1,3,100,100,0.9504191012432506,0.964,0.7906976744186046,0.68,0.9444444444444444,0.8288888888888889,0.7211365936524463,0.8714285714285714,0.07959551785714286,0.2769642857142858,0.35714285714285715,1.308425,0.13658,0.335408,0.01071,1.794998,281,359,78,0.3594306049822064,0.4986072423398329,generated 78 of requested 79 synthetic points
keel-ecoli2,keel,bagged_cart,42,1,nested_tuned_raw_fol_equal100,0.9,0.09999999999999998,0.9,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.767143460388,""0.15"":0.769079295369,""0.20"":0.771522653314,""0.25"":0.774839960413,""0.30"":0.776496191236,""0.35"":0.776716438827,""0.40"":0.776321159496,""0.45"":0.779948902156,""0.50"":0.780857987733,""0.55"":0.796363691883,""0.60"":0.798762515739,""0.65"":0.797824676588,""0.70"":0.811587151396,""0.75"":0.811189959612,""0.80"":0.812624964738,""0.85"":0.822224913522,""0.90"":0.826584940723}","{""0.10"":0.78227896318,""0.15"":0.784084129691,""0.20"":0.784084129691,""0.25"":0.785610381218,""0.30"":0.784363215685,""0.35"":0.784027194179,""0.40"":0.784904387162,""0.45"":0.79123542385,""0.50"":0.791530267895,""0.55"":0.802728764387,""0.60"":0.806496129919,""0.65"":0.805618936937,""0.70"":0.820642040195,""0.75"":0.819439911284,""0.80"":0.822679817233,""0.85"":0.833643689962,""0.90"":0.835632836436}",0.826584940722737,1,3,100,100,0.866557734204793,0.9027113237639555,0.782608695652174,0.8181818181818182,0.75,0.8827751196172249,0.7394738666465356,0.9264705882352942,0.0568277794117647,0.19851470588235298,0.16176470588235295,2.116923,0.454979,0.400264,0.011089,2.986703,268,454,186,0.15298507462686567,0.5,
keel-ecoli2,keel,bagged_cart,42,2,nested_tuned_raw_fol_equal100,0.3,0.7,0.3,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.801417456202,""0.15"":0.800667735705,""0.20"":0.799794064843,""0.25"":0.802367630328,""0.30"":0.802805350431,""0.35"":0.801408522135,""0.40"":0.800022011329,""0.45"":0.800410909107,""0.50"":0.797385489865,""0.55"":0.800123320008,""0.60"":0.798607299986,""0.65"":0.800053121991,""0.70"":0.800396757099,""0.75"":0.799861804924,""0.80"":0.8009575721,""0.85"":0.801941848482,""0.90"":0.799347093911}","{""0.10"":0.827021603513,""0.15"":0.826146253373,""0.20"":0.824776314717,""0.25"":0.826303421045,""0.30"":0.82880042243,""0.35"":0.830019055139,""0.40"":0.828708824743,""0.45"":0.828069298577,""0.50"":0.825975207319,""0.55"":0.825556033802,""0.60"":0.82089519243,""0.65"":0.821883517526,""0.70"":0.820914295529,""0.75"":0.820287539936,""0.80"":0.823983413911,""0.85"":0.824674039812,""0.90"":0.819966150711}",0.8028053504310262,1,3,100,100,0.7734967320261438,0.9070175438596491,0.5882352941176471,0.5,0.7142857142857143,0.7324561403508771,0.5416064165450531,0.8955223880597015,0.07255335820895523,0.13956716417910447,0.14925373134328357,1.97303,0.430341,0.402362,0.011127,2.820298,269,454,185,0.15613382899628253,0.5,
keel-ecoli2,keel,bagged_cart,42,3,nested_tuned_raw_fol_equal100,0.45,0.55,0.45,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.851841219365,""0.15"":0.852270454875,""0.20"":0.852586170248,""0.25"":0.853490850488,""0.30"":0.852953173571,""0.35"":0.853773031817,""0.40"":0.853373002291,""0.45"":0.854727649843,""0.50"":0.854414236758,""0.55"":0.854202041106,""0.60"":0.851658602469,""0.65"":0.850546549743,""0.70"":0.850529232174,""0.75"":0.850432554785,""0.80"":0.850399646026,""0.85"":0.850091636467,""0.90"":0.851412143478}","{""0.10"":0.859600562894,""0.15"":0.859627134487,""0.20"":0.864928051693,""0.25"":0.865544268604,""0.30"":0.86430897776,""0.35"":0.867188437702,""0.40"":0.864372257467,""0.45"":0.863042029478,""0.50"":0.86792190182,""0.55"":0.874406632076,""0.60"":0.873830714643,""0.65"":0.873830714643,""0.70"":0.87474185867,""0.75"":0.874215083858,""0.80"":0.875356452301,""0.85"":0.871205532674,""0.90"":0.871541554179}",0.8547276498425666,1,3,100,100,0.8923595848595849,0.9850877192982456,0.8695652173913043,1.0,0.7692307692307693,0.9736842105263157,0.8536655898367083,0.9552238805970149,0.033537805970149256,0.20711940298507464,0.14925373134328357,2.014564,0.424983,0.401688,0.011267,2.855956,269,454,185,0.15613382899628253,0.5,
keel-ecoli2,keel,bagged_cart,42,4,nested_tuned_raw_fol_equal100,0.15,0.85,0.15,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.864308321389,""0.15"":0.864509640389,""0.20"":0.864139368021,""0.25"":0.862632524974,""0.30"":0.860997933433,""0.35"":0.858691683377,""0.40"":0.854923758959,""0.45"":0.853522337229,""0.50"":0.849700622881,""0.55"":0.848066701461,""0.60"":0.84736836958,""0.65"":0.845842261165,""0.70"":0.84307035568,""0.75"":0.842788958995,""0.80"":0.84287050361,""0.85"":0.842072487709,""0.90"":0.838383570172}","{""0.10"":0.867823074063,""0.15"":0.869987576227,""0.20"":0.870698005326,""0.25"":0.868338413632,""0.30"":0.86360675171,""0.35"":0.860967578018,""0.40"":0.859904982438,""0.45"":0.860301807834,""0.50"":0.860301807834,""0.55"":0.860065578938,""0.60"":0.860302658123,""0.65"":0.859291142405,""0.70"":0.854868586035,""0.75"":0.855413248344,""0.80"":0.859201127132,""0.85"":0.859563559731,""0.90"":0.860176304829}",0.8645096403886541,1,3,100,100,1.0,1.0,0.9523809523809523,1.0,0.9090909090909091,0.9912280701754386,0.9450618740450408,0.9850746268656716,0.019777854477611944,0.16990298507462687,0.14925373134328357,2.149369,0.403281,0.410666,0.011096,2.977879,269,454,185,0.15613382899628253,0.5,
keel-ecoli2,keel,bagged_cart,42,5,nested_tuned_raw_fol_equal100,0.7,0.30000000000000004,0.7,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.847694029915,""0.15"":0.849372474823,""0.20"":0.850302605124,""0.25"":0.853385177585,""0.30"":0.85627926724,""0.35"":0.858342219217,""0.40"":0.858980926581,""0.45"":0.860141906771,""0.50"":0.860388702576,""0.55"":0.861295629112,""0.60"":0.860201904472,""0.65"":0.860533350353,""0.70"":0.862975299564,""0.75"":0.861582928897,""0.80"":0.861229335493,""0.85"":0.860223389766,""0.90"":0.86029193327}","{""0.10"":0.8435348096,""0.15"":0.845873244975,""0.20"":0.848515208486,""0.25"":0.854687184658,""0.30"":0.856629686601,""0.35"":0.859758877671,""0.40"":0.860663419473,""0.45"":0.86167493519,""0.50"":0.861869185385,""0.55"":0.86167493519,""0.60"":0.86167493519,""0.65"":0.859029432545,""0.70"":0.862084477804,""0.75"":0.86147379582,""0.80"":0.86382383301,""0.85"":0.862916487538,""0.90"":0.862916487538}",0.8629752995638933,1,3,100,100,0.8286370195461105,0.9423701298701298,0.7619047619047619,0.7272727272727273,0.8,0.8457792207792207,0.7189220684699775,0.9253731343283582,0.05961616417910448,0.1572985074626866,0.16417910447761194,1.971258,0.428042,0.402213,0.011137,2.816094,269,456,187,0.1524163568773234,0.5,
keel-ecoli2,keel,bagged_cart,44,1,nested_tuned_raw_fol_equal100,0.25,0.75,0.25,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.896997987467,""0.15"":0.89726206227,""0.20"":0.897902444574,""0.25"":0.898080682071,""0.30"":0.897680771189,""0.35"":0.897096726287,""0.40"":0.897244410657,""0.45"":0.897836798798,""0.50"":0.897155298308,""0.55"":0.896920298285,""0.60"":0.89734168349,""0.65"":0.896542722597,""0.70"":0.89372226797,""0.75"":0.894536641146,""0.80"":0.89387032464,""0.85"":0.892611418678,""0.90"":0.891789286503}","{""0.10"":0.919852237728,""0.15"":0.920057624686,""0.20"":0.921237658103,""0.25"":0.921522804399,""0.30"":0.92335430623,""0.35"":0.922072254948,""0.40"":0.922072254948,""0.45"":0.922072254948,""0.50"":0.922064524583,""0.55"":0.921543803474,""0.60"":0.921768724752,""0.65"":0.921768724752,""0.70"":0.921597338368,""0.75"":0.922084667803,""0.80"":0.920383987531,""0.85"":0.920383987531,""0.90"":0.917546955282}",0.8980806820710601,1,3,100,100,0.827053783660549,0.9338118022328548,0.8,0.7272727272727273,0.8888888888888888,0.8548644338118022,0.7712212367609446,0.9411764705882353,0.057605330882352944,0.15102941176470588,0.16176470588235295,1.978411,0.367124,0.404118,0.011037,2.764111,268,454,186,0.15298507462686567,0.5,
keel-ecoli2,keel,bagged_cart,44,2,nested_tuned_raw_fol_equal100,0.5,0.5,0.5,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.796530290928,""0.15"":0.799336133903,""0.20"":0.799014818508,""0.25"":0.800453791734,""0.30"":0.799096406617,""0.35"":0.80009262874,""0.40"":0.801706434839,""0.45"":0.80487786402,""0.50"":0.806095195243,""0.55"":0.804638880109,""0.60"":0.803864697894,""0.65"":0.80317193318,""0.70"":0.802028171484,""0.75"":0.80064422486,""0.80"":0.799148103837,""0.85"":0.798121674235,""0.90"":0.796960900588}","{""0.10"":0.825966887632,""0.15"":0.826649148841,""0.20"":0.826649148841,""0.25"":0.826649148841,""0.30"":0.826649148841,""0.35"":0.827660664558,""0.40"":0.829557256529,""0.45"":0.833913999226,""0.50"":0.833400544856,""0.55"":0.832449908191,""0.60"":0.837194370078,""0.65"":0.836849873305,""0.70"":0.836849873305,""0.75"":0.836849873305,""0.80"":0.834312106062,""0.85"":0.831564662055,""0.90"":0.831564662055}",0.8060951952428095,1,3,100,100,0.8713127413127413,0.9429824561403508,0.7368421052631579,0.7,0.7777777777777778,0.8324561403508772,0.6948107523508169,0.9253731343283582,0.04971529850746269,0.17544776119402983,0.14925373134328357,2.008638,0.448865,0.42259,0.019175,2.903538,269,454,185,0.15613382899628253,0.5,
keel-ecoli2,keel,bagged_cart,44,3,nested_tuned_raw_fol_equal100,0.35,0.65,0.35,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.847869992594,""0.15"":0.848698173128,""0.20"":0.849938656851,""0.25"":0.851523177512,""0.30"":0.852124835414,""0.35"":0.852274493552,""0.40"":0.849781870991,""0.45"":0.850513205568,""0.50"":0.850244472438,""0.55"":0.849779002792,""0.60"":0.850019098101,""0.65"":0.848576586256,""0.70"":0.844694241538,""0.75"":0.843121826908,""0.80"":0.842339516301,""0.85"":0.839629866177,""0.90"":0.838225323085}","{""0.10"":0.864958420769,""0.15"":0.865523906767,""0.20"":0.864811877942,""0.25"":0.866500578769,""0.30"":0.86555111011,""0.35"":0.8644630317,""0.40"":0.860479139532,""0.45"":0.860564754262,""0.50"":0.862731067481,""0.55"":0.861054245237,""0.60"":0.861429770476,""0.65"":0.857149686273,""0.70"":0.855871604544,""0.75"":0.851381202748,""0.80"":0.849240853855,""0.85"":0.848853707126,""0.90"":0.84907969387}",0.8522744935522547,1,3,100,100,0.8500358422939068,0.9482456140350877,0.7058823529411765,0.6,0.8571428571428571,0.7912280701754386,0.6785408690300289,0.9253731343283582,0.05458925746268657,0.12194776119402986,0.14925373134328357,2.395911,0.419799,0.447767,0.011068,3.278033,269,454,185,0.15613382899628253,0.5,
keel-ecoli2,keel,bagged_cart,44,4,nested_tuned_raw_fol_equal100,0.55,0.44999999999999996,0.55,"0.10,0.15,0.20,0.25,0.30,0.35,0.40,0.45,0.50,0.55,0.60,0.65,0.70,0.75,0.80,0.85,0.90","{""0.10"":0.842334727674,""0.15"":0.842551901727,""0.20"":0.845010688814,""0.25"":0.845943185553,""0.30"":0.845857966932,""0.35"":0.848258968248,""0.40"":0.848635972984,""0.45"":0.849967293198,""0.50"":0.85243055643,""0.55"":0.854106850629,""0.60"":0.85327147429,""0.65"":0.852170113476,""0.70"":0.85077900218,""0.75"":0.850151690904,""0.80"":0.847152927843,""0.85"":0.846388008705,""0.90"":0.846522207932}","{""0.10"":0.841555534413,""0.15"":0.841929979062,""0.20"":0.845113881476,""0.25"":0.849038043733,""0.30"":0.849890160965,""0.35"":0.852696173652,""0.40"":0.854990903346,""0.45"":0.854231735429,""0.50"":0.852849468609,""0.55"":0.854894399485,""0.60"":0.853224122239,""0.65"":0.851102472028,""0.70"":0.849701286886,""0.75"":0.851404811746,""0.80"":0.848160175103,""0.85"":0.849558939738,""0.90"":0.848582138761}",0.8541068506285895,1,3,100,100,0.9555555555555556,0.9859649122807018,0.9,0.9,0.9,0.9412280701754385,0.8824561403508772,0.9701492537313433,0.026974164179104476,0.16765671641791047,0.14925373134328357,1.9906,0.416354,0.422205,0.011018,2.843573,269,454,185,0.15613382899628253,0.5,
